POD név;Változó név;Idő;Érték [kWh];Státusz
Szk kft;'+A';2023.10.18 18:15:00;1,57;W
Szk kft;'+A';2023.10.18 18:30:00;1,219;W
Szk kft;'+A';2023.10.18 18:45:00;1,23;W
Szk kft;'+A';2023.10.18 19:00:00;1,215;W
Szk kft;'+A';2023.10.18 19:15:00;1,647;W
Szk kft;'+A';2023.10.18 19:30:00;1,592;W
Szk kft;'+A';2023.10.18 19:45:00;1,304;W
Szk kft;'+A';2023.10.18 20:00:00;1,329;W
Szk kft;'+A';2023.10.18 20:15:00;1,108;W
Szk kft;'+A';2023.10.18 20:30:00;1,161;W
Szk kft;'+A';2023.10.18 20:45:00;1,06;W
Szk kft;'+A';2023.10.18 21:00:00;1,289;W
Szk kft;'+A';2023.10.18 21:15:00;1,247;W
Szk kft;'+A';2023.10.18 21:30:00;1,036;W
Szk kft;'+A';2023.10.18 21:45:00;1,144;W
Szk kft;'+A';2023.10.18 22:00:00;1,259;W
Szk kft;'+A';2023.10.18 22:15:00;1,25;W
Szk kft;'+A';2023.10.18 22:30:00;1,235;W
Szk kft;'+A';2023.10.18 22:45:00;1,38;W
Szk kft;'+A';2023.10.18 23:00:00;1,136;W
Szk kft;'+A';2023.10.18 23:15:00;1,175;W
Szk kft;'+A';2023.10.18 23:30:00;1,184;W
Szk kft;'+A';2023.10.18 23:45:00;1,36;W
Szk kft;'+A';2023.10.19 00:00:00;1,577;W
Szk kft;'+A';2023.10.19 00:15:00;1,46;W
Szk kft;'+A';2023.10.19 00:30:00;1,52;W
Szk kft;'+A';2023.10.19 00:45:00;1,386;W
Szk kft;'+A';2023.10.19 01:00:00;1,165;W
Szk kft;'+A';2023.10.19 01:15:00;1,701;W
Szk kft;'+A';2023.10.19 01:30:00;1,701;W
Szk kft;'+A';2023.10.19 01:45:00;1,655;W
Szk kft;'+A';2023.10.19 02:00:00;1,659;W
Szk kft;'+A';2023.10.19 02:15:00;1,701;W
Szk kft;'+A';2023.10.19 02:30:00;1,912;W
Szk kft;'+A';2023.10.19 02:45:00;1,784;W
Szk kft;'+A';2023.10.19 03:00:00;1,945;W
Szk kft;'+A';2023.10.19 03:15:00;1,975;W
Szk kft;'+A';2023.10.19 03:30:00;2,079;W
Szk kft;'+A';2023.10.19 03:45:00;2,013;W
Szk kft;'+A';2023.10.19 04:00:00;1,276;W
Szk kft;'+A';2023.10.19 04:15:00;2,259;W
Szk kft;'+A';2023.10.19 04:30:00;2,133;W
Szk kft;'+A';2023.10.19 04:45:00;2,244;W
Szk kft;'+A';2023.10.19 05:00:00;2,163;W
Szk kft;'+A';2023.10.19 05:15:00;2,167;W
Szk kft;'+A';2023.10.19 05:30:00;2,177;W
Szk kft;'+A';2023.10.19 05:45:00;2,121;W
Szk kft;'+A';2023.10.19 06:00:00;2,216;W
Szk kft;'+A';2023.10.19 06:15:00;2,139;W
Szk kft;'+A';2023.10.19 06:30:00;2,094;W
Szk kft;'+A';2023.10.19 06:45:00;2,202;W
Szk kft;'+A';2023.10.19 07:00:00;2,132;W
Szk kft;'+A';2023.10.19 07:15:00;2,142;W
Szk kft;'+A';2023.10.19 07:30:00;2,397;W
Szk kft;'+A';2023.10.19 07:45:00;2,235;W
Szk kft;'+A';2023.10.19 08:00:00;2,178;W
Szk kft;'+A';2023.10.19 08:15:00;2,257;W
Szk kft;'+A';2023.10.19 08:30:00;2,245;W
Szk kft;'+A';2023.10.19 08:45:00;2,299;W
Szk kft;'+A';2023.10.19 09:00:00;2,259;W
Szk kft;'+A';2023.10.19 09:15:00;2,231;W
Szk kft;'+A';2023.10.19 09:30:00;2,41;W
Szk kft;'+A';2023.10.19 09:45:00;2,411;W
Szk kft;'+A';2023.10.19 10:00:00;2,348;W
Szk kft;'+A';2023.10.19 10:15:00;2,4;W
Szk kft;'+A';2023.10.19 10:30:00;2,519;W
Szk kft;'+A';2023.10.19 10:45:00;2,439;W
Szk kft;'+A';2023.10.19 11:00:00;2,561;W
Szk kft;'+A';2023.10.19 11:15:00;2,534;W
Szk kft;'+A';2023.10.19 11:30:00;2,536;W
Szk kft;'+A';2023.10.19 11:45:00;2,855;W
Szk kft;'+A';2023.10.19 12:00:00;2,782;W
Szk kft;'+A';2023.10.19 12:15:00;2,729;W
Szk kft;'+A';2023.10.19 12:30:00;2,649;W
Szk kft;'+A';2023.10.19 12:45:00;3,5;W
Szk kft;'+A';2023.10.19 13:00:00;3,617;W
Szk kft;'+A';2023.10.19 13:15:00;3,494;W
Szk kft;'+A';2023.10.19 13:30:00;3,944;W
Szk kft;'+A';2023.10.19 13:45:00;3,608;W
Szk kft;'+A';2023.10.19 14:00:00;3,605;W
Szk kft;'+A';2023.10.19 14:15:00;3,158;W
Szk kft;'+A';2023.10.19 14:30:00;3,086;W
Szk kft;'+A';2023.10.19 14:45:00;2,957;W
Szk kft;'+A';2023.10.19 15:00:00;3,121;W
Szk kft;'+A';2023.10.19 15:15:00;2,997;W
Szk kft;'+A';2023.10.19 15:30:00;3,221;W
Szk kft;'+A';2023.10.19 15:45:00;3,557;W
Szk kft;'+A';2023.10.19 16:00:00;3,125;W
Szk kft;'+A';2023.10.19 16:15:00;2,996;W
Szk kft;'+A';2023.10.19 16:30:00;3,185;W
Szk kft;'+A';2023.10.19 16:45:00;3,395;W
Szk kft;'+A';2023.10.19 17:00:00;3,535;W
Szk kft;'+A';2023.10.19 17:15:00;3,98;W
Szk kft;'+A';2023.10.19 17:30:00;3,326;W
Szk kft;'+A';2023.10.19 17:45:00;1,706;W
Szk kft;'+A';2023.10.19 18:00:00;1,983;W
Szk kft;'+A';2023.10.19 18:15:00;1,549;W
Szk kft;'+A';2023.10.19 18:30:00;1,695;W
Szk kft;'+A';2023.10.19 18:45:00;1,455;W
Szk kft;'+A';2023.10.19 19:00:00;1,592;W
Szk kft;'+A';2023.10.19 19:15:00;1,652;W
Szk kft;'+A';2023.10.19 19:30:00;1,758;W
Szk kft;'+A';2023.10.19 19:45:00;1,551;W
Szk kft;'+A';2023.10.19 20:00:00;2,061;W
Szk kft;'+A';2023.10.19 20:15:00;1,916;W
Szk kft;'+A';2023.10.19 20:30:00;1,87;W
Szk kft;'+A';2023.10.19 20:45:00;1,716;W
Szk kft;'+A';2023.10.19 21:00:00;1,517;W
Szk kft;'+A';2023.10.19 21:15:00;1,53;W
Szk kft;'+A';2023.10.19 21:30:00;1,717;W
Szk kft;'+A';2023.10.19 21:45:00;1,539;W
Szk kft;'+A';2023.10.19 22:00:00;1,615;W
Szk kft;'+A';2023.10.19 22:15:00;1,478;W
Szk kft;'+A';2023.10.19 22:30:00;1,671;W
Szk kft;'+A';2023.10.19 22:45:00;1,565;W
Szk kft;'+A';2023.10.19 23:00:00;1,474;W
Szk kft;'+A';2023.10.19 23:15:00;1,464;W
Szk kft;'+A';2023.10.19 23:30:00;1,459;W
Szk kft;'+A';2023.10.19 23:45:00;1,321;W
Szk kft;'+A';2023.10.20 00:00:00;1,107;W
Szk kft;'+A';2023.10.20 00:15:00;1,185;W
Szk kft;'+A';2023.10.20 00:30:00;1,515;W
Szk kft;'+A';2023.10.20 00:45:00;1,107;W
Szk kft;'+A';2023.10.20 01:00:00;1,002;W
Szk kft;'+A';2023.10.20 01:15:00;0,998;W
Szk kft;'+A';2023.10.20 01:30:00;0,929;W
Szk kft;'+A';2023.10.20 01:45:00;0,985;W
Szk kft;'+A';2023.10.20 02:00:00;0,73;W
Szk kft;'+A';2023.10.20 02:15:00;0,663;W
Szk kft;'+A';2023.10.20 02:30:00;0,711;W
Szk kft;'+A';2023.10.20 02:45:00;0,688;W
Szk kft;'+A';2023.10.20 03:00:00;0,771;W
Szk kft;'+A';2023.10.20 03:15:00;0,591;W
Szk kft;'+A';2023.10.20 03:30:00;0,649;W
Szk kft;'+A';2023.10.20 03:45:00;0,623;W
Szk kft;'+A';2023.10.20 04:00:00;0,676;W
Szk kft;'+A';2023.10.20 04:15:00;0,534;W
Szk kft;'+A';2023.10.20 04:30:00;0,646;W
Szk kft;'+A';2023.10.20 04:45:00;0,57;W
Szk kft;'+A';2023.10.20 05:00:00;0,61;W
Szk kft;'+A';2023.10.20 05:15:00;0,664;W
Szk kft;'+A';2023.10.20 05:30:00;0,476;W
Szk kft;'+A';2023.10.20 05:45:00;0,604;W
Szk kft;'+A';2023.10.20 06:00:00;0,499;W
Szk kft;'+A';2023.10.20 06:15:00;0,701;W
Szk kft;'+A';2023.10.20 06:30:00;0,516;W
Szk kft;'+A';2023.10.20 06:45:00;0,608;W
Szk kft;'+A';2023.10.20 07:00:00;0,46;W
Szk kft;'+A';2023.10.20 07:15:00;0,748;W
Szk kft;'+A';2023.10.20 07:30:00;0,61;W
Szk kft;'+A';2023.10.20 07:45:00;0,703;W
Szk kft;'+A';2023.10.20 08:00:00;0,642;W
Szk kft;'+A';2023.10.20 08:15:00;0,614;W
Szk kft;'+A';2023.10.20 08:30:00;0,702;W
Szk kft;'+A';2023.10.20 08:45:00;0,618;W
Szk kft;'+A';2023.10.20 09:00:00;0,698;W
Szk kft;'+A';2023.10.20 09:15:00;0,677;W
Szk kft;'+A';2023.10.20 09:30:00;0,666;W
Szk kft;'+A';2023.10.20 09:45:00;0,685;W
Szk kft;'+A';2023.10.20 10:00:00;0,725;W
Szk kft;'+A';2023.10.20 10:15:00;0,731;W
Szk kft;'+A';2023.10.20 10:30:00;0,67;W
Szk kft;'+A';2023.10.20 10:45:00;0,744;W
Szk kft;'+A';2023.10.20 11:00:00;0,75;W
Szk kft;'+A';2023.10.20 11:15:00;0,89;W
Szk kft;'+A';2023.10.20 11:30:00;0,865;W
Szk kft;'+A';2023.10.20 11:45:00;0,967;W
Szk kft;'+A';2023.10.20 12:00:00;0,969;W
Szk kft;'+A';2023.10.20 12:15:00;0,924;W
Szk kft;'+A';2023.10.20 12:30:00;0,9;W
Szk kft;'+A';2023.10.20 12:45:00;0,843;W
Szk kft;'+A';2023.10.20 13:00:00;1,107;W
Szk kft;'+A';2023.10.20 13:15:00;0,958;W
Szk kft;'+A';2023.10.20 13:30:00;0,939;W
Szk kft;'+A';2023.10.20 13:45:00;0,978;W
Szk kft;'+A';2023.10.20 14:00:00;0,992;W
Szk kft;'+A';2023.10.20 14:15:00;1,006;W
Szk kft;'+A';2023.10.20 14:30:00;0,875;W
Szk kft;'+A';2023.10.20 14:45:00;1,178;W
Szk kft;'+A';2023.10.20 15:00:00;1,342;W
Szk kft;'+A';2023.10.20 15:15:00;1,159;W
Szk kft;'+A';2023.10.20 15:30:00;1,073;W
Szk kft;'+A';2023.10.20 15:45:00;1,118;W
Szk kft;'+A';2023.10.20 16:00:00;1,117;W
Szk kft;'+A';2023.10.20 16:15:00;1,154;W
Szk kft;'+A';2023.10.20 16:30:00;1,31;W
Szk kft;'+A';2023.10.20 16:45:00;1,666;W
Szk kft;'+A';2023.10.20 17:00:00;1,407;W
Szk kft;'+A';2023.10.20 17:15:00;1,078;W
Szk kft;'+A';2023.10.20 17:30:00;1,11;W
Szk kft;'+A';2023.10.20 17:45:00;1,206;W
Szk kft;'+A';2023.10.20 18:00:00;1,137;W
Szk kft;'+A';2023.10.20 18:15:00;1,466;W
Szk kft;'+A';2023.10.20 18:30:00;1,41;W
Szk kft;'+A';2023.10.20 18:45:00;1,628;W
Szk kft;'+A';2023.10.20 19:00:00;1,205;W
Szk kft;'+A';2023.10.20 19:15:00;1,461;W
Szk kft;'+A';2023.10.20 19:30:00;1,273;W
Szk kft;'+A';2023.10.20 19:45:00;1,597;W
Szk kft;'+A';2023.10.20 20:00:00;1,535;W
Szk kft;'+A';2023.10.20 20:15:00;1,403;W
Szk kft;'+A';2023.10.20 20:30:00;1,609;W
Szk kft;'+A';2023.10.20 20:45:00;1,568;W
Szk kft;'+A';2023.10.20 21:00:00;1,576;W
Szk kft;'+A';2023.10.20 21:15:00;1,803;W
Szk kft;'+A';2023.10.20 21:30:00;1,714;W
Szk kft;'+A';2023.10.20 21:45:00;1,855;W
Szk kft;'+A';2023.10.20 22:00:00;1,76;W
Szk kft;'+A';2023.10.20 22:15:00;1,771;W
Szk kft;'+A';2023.10.20 22:30:00;1,748;W
Szk kft;'+A';2023.10.20 22:45:00;1,858;W
Szk kft;'+A';2023.10.20 23:00:00;1,912;W
Szk kft;'+A';2023.10.20 23:15:00;1,77;W
Szk kft;'+A';2023.10.20 23:30:00;1,898;W
Szk kft;'+A';2023.10.20 23:45:00;1,887;W
Szk kft;'+A';2023.10.21 00:00:00;1,792;W
Szk kft;'+A';2023.10.21 00:15:00;2,222;W
Szk kft;'+A';2023.10.21 00:30:00;2,103;W
Szk kft;'+A';2023.10.21 00:45:00;2,003;W
Szk kft;'+A';2023.10.21 01:00:00;2,059;W
Szk kft;'+A';2023.10.21 01:15:00;2,278;W
Szk kft;'+A';2023.10.21 01:30:00;2,707;W
Szk kft;'+A';2023.10.21 01:45:00;2,483;W
Szk kft;'+A';2023.10.21 02:00:00;2,376;W
Szk kft;'+A';2023.10.21 02:15:00;2,486;W
Szk kft;'+A';2023.10.21 02:30:00;2,516;W
Szk kft;'+A';2023.10.21 02:45:00;2,211;W
Szk kft;'+A';2023.10.21 03:00:00;2,162;W
Szk kft;'+A';2023.10.21 03:15:00;1,975;W
Szk kft;'+A';2023.10.21 03:30:00;2,073;W
Szk kft;'+A';2023.10.21 03:45:00;1,993;W
Szk kft;'+A';2023.10.21 04:00:00;1,931;W
Szk kft;'+A';2023.10.21 04:15:00;1,794;W
Szk kft;'+A';2023.10.21 04:30:00;2,087;W
Szk kft;'+A';2023.10.21 04:45:00;1,932;W
Szk kft;'+A';2023.10.21 05:00:00;1,595;W
Szk kft;'+A';2023.10.21 05:15:00;1,621;W
Szk kft;'+A';2023.10.21 05:30:00;1,392;W
Szk kft;'+A';2023.10.21 05:45:00;1,461;W
Szk kft;'+A';2023.10.21 06:00:00;1,281;W
Szk kft;'+A';2023.10.21 06:15:00;1,111;W
Szk kft;'+A';2023.10.21 06:30:00;0,927;W
Szk kft;'+A';2023.10.21 06:45:00;0,697;W
Szk kft;'+A';2023.10.21 07:00:00;0,805;W
Szk kft;'+A';2023.10.21 07:15:00;0,78;W
Szk kft;'+A';2023.10.21 07:30:00;0,751;W
Szk kft;'+A';2023.10.21 07:45:00;0,788;W
Szk kft;'+A';2023.10.21 08:00:00;0,845;W
Szk kft;'+A';2023.10.21 08:15:00;0,76;W
Szk kft;'+A';2023.10.21 08:30:00;0,729;W
Szk kft;'+A';2023.10.21 08:45:00;0,806;W
Szk kft;'+A';2023.10.21 09:00:00;0,748;W
Szk kft;'+A';2023.10.21 09:15:00;0,819;W
Szk kft;'+A';2023.10.21 09:30:00;0,773;W
Szk kft;'+A';2023.10.21 09:45:00;0,734;W
Szk kft;'+A';2023.10.21 10:00:00;0,839;W
Szk kft;'+A';2023.10.21 10:15:00;0,708;W
Szk kft;'+A';2023.10.21 10:30:00;0,963;W
Szk kft;'+A';2023.10.21 10:45:00;0,829;W
Szk kft;'+A';2023.10.21 11:00:00;0,668;W
Szk kft;'+A';2023.10.21 11:15:00;0,664;W
Szk kft;'+A';2023.10.21 11:30:00;0,798;W
Szk kft;'+A';2023.10.21 11:45:00;0,693;W
Szk kft;'+A';2023.10.21 12:00:00;0,752;W
Szk kft;'+A';2023.10.21 12:15:00;0,759;W
Szk kft;'+A';2023.10.21 12:30:00;0,737;W
Szk kft;'+A';2023.10.21 12:45:00;0,84;W
Szk kft;'+A';2023.10.21 13:00:00;0,843;W
Szk kft;'+A';2023.10.21 13:15:00;0,924;W
Szk kft;'+A';2023.10.21 13:30:00;0,956;W
Szk kft;'+A';2023.10.21 13:45:00;0,95;W
Szk kft;'+A';2023.10.21 14:00:00;1,139;W
Szk kft;'+A';2023.10.21 14:15:00;1,091;W
Szk kft;'+A';2023.10.21 14:30:00;0,841;W
Szk kft;'+A';2023.10.21 14:45:00;1,053;W
Szk kft;'+A';2023.10.21 15:00:00;1,026;W
Szk kft;'+A';2023.10.21 15:15:00;1,039;W
Szk kft;'+A';2023.10.21 15:30:00;1,071;W
Szk kft;'+A';2023.10.21 15:45:00;1,129;W
Szk kft;'+A';2023.10.21 16:00:00;1,502;W
Szk kft;'+A';2023.10.21 16:15:00;1,4;W
Szk kft;'+A';2023.10.21 16:30:00;1,139;W
Szk kft;'+A';2023.10.21 16:45:00;1,134;W
Szk kft;'+A';2023.10.21 17:00:00;1,457;W
Szk kft;'+A';2023.10.21 17:15:00;1,776;W
Szk kft;'+A';2023.10.21 17:30:00;1,418;W
Szk kft;'+A';2023.10.21 17:45:00;1,73;W
Szk kft;'+A';2023.10.21 18:00:00;1,701;W
Szk kft;'+A';2023.10.21 18:15:00;1,629;W
Szk kft;'+A';2023.10.21 18:30:00;1,533;W
Szk kft;'+A';2023.10.21 18:45:00;1,828;W
Szk kft;'+A';2023.10.21 19:00:00;1,675;W
Szk kft;'+A';2023.10.21 19:15:00;1,776;W
Szk kft;'+A';2023.10.21 19:30:00;1,841;W
Szk kft;'+A';2023.10.21 19:45:00;1,912;W
Szk kft;'+A';2023.10.21 20:00:00;1,904;W
Szk kft;'+A';2023.10.21 20:15:00;2,084;W
Szk kft;'+A';2023.10.21 20:30:00;2,202;W
Szk kft;'+A';2023.10.21 20:45:00;2,179;W
Szk kft;'+A';2023.10.21 21:00:00;2,182;W
Szk kft;'+A';2023.10.21 21:15:00;1,939;W
Szk kft;'+A';2023.10.21 21:30:00;2,22;W
Szk kft;'+A';2023.10.21 21:45:00;2,275;W
Szk kft;'+A';2023.10.21 22:00:00;2,405;W
Szk kft;'+A';2023.10.21 22:15:00;2,294;W
Szk kft;'+A';2023.10.21 22:30:00;2,375;W
Szk kft;'+A';2023.10.21 22:45:00;2,368;W
Szk kft;'+A';2023.10.21 23:00:00;2,513;W
Szk kft;'+A';2023.10.21 23:15:00;2,596;W
Szk kft;'+A';2023.10.21 23:30:00;2,891;W
Szk kft;'+A';2023.10.21 23:45:00;2,801;W
Szk kft;'+A';2023.10.22 00:00:00;2,45;W
Szk kft;'+A';2023.10.22 00:15:00;2,428;W
Szk kft;'+A';2023.10.22 00:30:00;2,491;W
Szk kft;'+A';2023.10.22 00:45:00;2,45;W
Szk kft;'+A';2023.10.22 01:00:00;2,579;W
Szk kft;'+A';2023.10.22 01:15:00;2,156;W
Szk kft;'+A';2023.10.22 01:30:00;2,309;W
Szk kft;'+A';2023.10.22 01:45:00;2,002;W
Szk kft;'+A';2023.10.22 02:00:00;2,022;W
Szk kft;'+A';2023.10.22 02:15:00;1,658;W
Szk kft;'+A';2023.10.22 02:30:00;1,94;W
Szk kft;'+A';2023.10.22 02:45:00;1,874;W
Szk kft;'+A';2023.10.22 03:00:00;1,803;W
Szk kft;'+A';2023.10.22 03:15:00;1,513;W
Szk kft;'+A';2023.10.22 03:30:00;1,502;W
Szk kft;'+A';2023.10.22 03:45:00;1,518;W
Szk kft;'+A';2023.10.22 04:00:00;1,203;W
Szk kft;'+A';2023.10.22 04:15:00;1,078;W
Szk kft;'+A';2023.10.22 04:30:00;1,098;W
Szk kft;'+A';2023.10.22 04:45:00;0,838;W
Szk kft;'+A';2023.10.22 05:00:00;0,862;W
Szk kft;'+A';2023.10.22 05:15:00;0,723;W
Szk kft;'+A';2023.10.22 05:30:00;0,686;W
Szk kft;'+A';2023.10.22 05:45:00;0,697;W
Szk kft;'+A';2023.10.22 06:00:00;0,76;W
Szk kft;'+A';2023.10.22 06:15:00;0,66;W
Szk kft;'+A';2023.10.22 06:30:00;0,699;W
Szk kft;'+A';2023.10.22 06:45:00;0,717;W
Szk kft;'+A';2023.10.22 07:00:00;0,612;W
Szk kft;'+A';2023.10.22 07:15:00;0,733;W
Szk kft;'+A';2023.10.22 07:30:00;0,625;W
Szk kft;'+A';2023.10.22 07:45:00;0,706;W
Szk kft;'+A';2023.10.22 08:00:00;0,638;W
Szk kft;'+A';2023.10.22 08:15:00;0,659;W
Szk kft;'+A';2023.10.22 08:30:00;0,649;W
Szk kft;'+A';2023.10.22 08:45:00;0,685;W
Szk kft;'+A';2023.10.22 09:00:00;0,691;W
Szk kft;'+A';2023.10.22 09:15:00;0,746;W
Szk kft;'+A';2023.10.22 09:30:00;0,59;W
Szk kft;'+A';2023.10.22 09:45:00;0,718;W
Szk kft;'+A';2023.10.22 10:00:00;0,686;W
Szk kft;'+A';2023.10.22 10:15:00;0,627;W
Szk kft;'+A';2023.10.22 10:30:00;0,747;W
Szk kft;'+A';2023.10.22 10:45:00;0,689;W
Szk kft;'+A';2023.10.22 11:00:00;0,667;W
Szk kft;'+A';2023.10.22 11:15:00;0,735;W
Szk kft;'+A';2023.10.22 11:30:00;0,686;W
Szk kft;'+A';2023.10.22 11:45:00;0,731;W
Szk kft;'+A';2023.10.22 12:00:00;0,79;W
Szk kft;'+A';2023.10.22 12:15:00;0,699;W
Szk kft;'+A';2023.10.22 12:30:00;0,716;W
Szk kft;'+A';2023.10.22 12:45:00;0,641;W
Szk kft;'+A';2023.10.22 13:00:00;0,741;W
Szk kft;'+A';2023.10.22 13:15:00;0,794;W
Szk kft;'+A';2023.10.22 13:30:00;1,105;W
Szk kft;'+A';2023.10.22 13:45:00;1,03;W
Szk kft;'+A';2023.10.22 14:00:00;1,022;W
Szk kft;'+A';2023.10.22 14:15:00;1,253;W
Szk kft;'+A';2023.10.22 14:30:00;1,175;W
Szk kft;'+A';2023.10.22 14:45:00;1,02;W
Szk kft;'+A';2023.10.22 15:00:00;0,893;W
Szk kft;'+A';2023.10.22 15:15:00;1,306;W
Szk kft;'+A';2023.10.22 15:30:00;1,456;W
Szk kft;'+A';2023.10.22 15:45:00;1,296;W
Szk kft;'+A';2023.10.22 16:00:00;1,609;W
Szk kft;'+A';2023.10.22 16:15:00;1,419;W
Szk kft;'+A';2023.10.22 16:30:00;1,123;W
Szk kft;'+A';2023.10.22 16:45:00;1,528;W
Szk kft;'+A';2023.10.22 17:00:00;1,519;W
Szk kft;'+A';2023.10.22 17:15:00;1,352;W
Szk kft;'+A';2023.10.22 17:30:00;1,286;W
Szk kft;'+A';2023.10.22 17:45:00;1,535;W
Szk kft;'+A';2023.10.22 18:00:00;1,923;W
Szk kft;'+A';2023.10.22 18:15:00;1,629;W
Szk kft;'+A';2023.10.22 18:30:00;1,975;W
Szk kft;'+A';2023.10.22 18:45:00;1,588;W
Szk kft;'+A';2023.10.22 19:00:00;1,623;W
Szk kft;'+A';2023.10.22 19:15:00;1,99;W
Szk kft;'+A';2023.10.22 19:30:00;2,107;W
Szk kft;'+A';2023.10.22 19:45:00;1,425;W
Szk kft;'+A';2023.10.22 20:00:00;1,769;W
Szk kft;'+A';2023.10.22 20:15:00;1,55;W
Szk kft;'+A';2023.10.22 20:30:00;1,583;W
Szk kft;'+A';2023.10.22 20:45:00;1,697;W
Szk kft;'+A';2023.10.22 21:00:00;1,76;W
Szk kft;'+A';2023.10.22 21:15:00;1,64;W
Szk kft;'+A';2023.10.22 21:30:00;1,97;W
Szk kft;'+A';2023.10.22 21:45:00;2,043;W
Szk kft;'+A';2023.10.22 22:00:00;2,022;W
Szk kft;'+A';2023.10.22 22:15:00;1,839;W
Szk kft;'+A';2023.10.22 22:30:00;1,683;W
Szk kft;'+A';2023.10.22 22:45:00;1,522;W
Szk kft;'+A';2023.10.22 23:00:00;1,448;W
Szk kft;'+A';2023.10.22 23:15:00;1,566;W
Szk kft;'+A';2023.10.22 23:30:00;1,388;W
Szk kft;'+A';2023.10.22 23:45:00;1,419;W
Szk kft;'+A';2023.10.23 00:00:00;1,39;W
Szk kft;'+A';2023.10.23 00:15:00;1,018;W
Szk kft;'+A';2023.10.23 00:30:00;0,968;W
Szk kft;'+A';2023.10.23 00:45:00;0,926;W
Szk kft;'+A';2023.10.23 01:00:00;0,834;W
Szk kft;'+A';2023.10.23 01:15:00;0,749;W
Szk kft;'+A';2023.10.23 01:30:00;0,777;W
Szk kft;'+A';2023.10.23 01:45:00;0,798;W
Szk kft;'+A';2023.10.23 02:00:00;0,833;W
Szk kft;'+A';2023.10.23 02:15:00;0,682;W
Szk kft;'+A';2023.10.23 02:30:00;0,742;W
Szk kft;'+A';2023.10.23 02:45:00;0,764;W
Szk kft;'+A';2023.10.23 03:00:00;0,656;W
Szk kft;'+A';2023.10.23 03:15:00;0,648;W
Szk kft;'+A';2023.10.23 03:30:00;0,56;W
Szk kft;'+A';2023.10.23 03:45:00;0,675;W
Szk kft;'+A';2023.10.23 04:00:00;0,584;W
Szk kft;'+A';2023.10.23 04:15:00;0,533;W
Szk kft;'+A';2023.10.23 04:30:00;0,606;W
Szk kft;'+A';2023.10.23 04:45:00;0,474;W
Szk kft;'+A';2023.10.23 05:00:00;0,685;W
Szk kft;'+A';2023.10.23 05:15:00;0,572;W
Szk kft;'+A';2023.10.23 05:30:00;0,558;W
Szk kft;'+A';2023.10.23 05:45:00;0,543;W
Szk kft;'+A';2023.10.23 06:00:00;0,5;W
Szk kft;'+A';2023.10.23 06:15:00;0,546;W
Szk kft;'+A';2023.10.23 06:30:00;0,515;W
Szk kft;'+A';2023.10.23 06:45:00;0,489;W
Szk kft;'+A';2023.10.23 07:00:00;0,602;W
Szk kft;'+A';2023.10.23 07:15:00;0,48;W
Szk kft;'+A';2023.10.23 07:30:00;0,541;W
Szk kft;'+A';2023.10.23 07:45:00;0,506;W
Szk kft;'+A';2023.10.23 08:00:00;0,562;W
Szk kft;'+A';2023.10.23 08:15:00;0,599;W
Szk kft;'+A';2023.10.23 08:30:00;0,523;W
Szk kft;'+A';2023.10.23 08:45:00;0,539;W
Szk kft;'+A';2023.10.23 09:00:00;0,519;W
Szk kft;'+A';2023.10.23 09:15:00;0,543;W
Szk kft;'+A';2023.10.23 09:30:00;0,554;W
Szk kft;'+A';2023.10.23 09:45:00;0,604;W
Szk kft;'+A';2023.10.23 10:00:00;0,591;W
Szk kft;'+A';2023.10.23 10:15:00;0,666;W
Szk kft;'+A';2023.10.23 10:30:00;0,796;W
Szk kft;'+A';2023.10.23 10:45:00;0,904;W
Szk kft;'+A';2023.10.23 11:00:00;1,02;W
Szk kft;'+A';2023.10.23 11:15:00;0,877;W
Szk kft;'+A';2023.10.23 11:30:00;0,824;W
Szk kft;'+A';2023.10.23 11:45:00;1,272;W
Szk kft;'+A';2023.10.23 12:00:00;1,283;W
Szk kft;'+A';2023.10.23 12:15:00;0,94;W
Szk kft;'+A';2023.10.23 12:30:00;0,905;W
Szk kft;'+A';2023.10.23 12:45:00;1,668;W
Szk kft;'+A';2023.10.23 13:00:00;1,823;W
Szk kft;'+A';2023.10.23 13:15:00;2,084;W
Szk kft;'+A';2023.10.23 13:30:00;1,582;W
Szk kft;'+A';2023.10.23 13:45:00;1,596;W
Szk kft;'+A';2023.10.23 14:00:00;1,497;W
Szk kft;'+A';2023.10.23 14:15:00;0,942;W
Szk kft;'+A';2023.10.23 14:30:00;1,377;W
Szk kft;'+A';2023.10.23 14:45:00;0,95;W
Szk kft;'+A';2023.10.23 15:00:00;0,905;W
Szk kft;'+A';2023.10.23 15:15:00;0,821;W
Szk kft;'+A';2023.10.23 15:30:00;1,287;W
Szk kft;'+A';2023.10.23 15:45:00;1,277;W
Szk kft;'+A';2023.10.23 16:00:00;1,154;W
Szk kft;'+A';2023.10.23 16:15:00;1,165;W
Szk kft;'+A';2023.10.23 16:30:00;1,112;W
Szk kft;'+A';2023.10.23 16:45:00;1,179;W
Szk kft;'+A';2023.10.23 17:00:00;0,997;W
Szk kft;'+A';2023.10.23 17:15:00;1,34;W
Szk kft;'+A';2023.10.23 17:30:00;1,583;W
Szk kft;'+A';2023.10.23 17:45:00;1,06;W
Szk kft;'+A';2023.10.23 18:00:00;1,051;W
Szk kft;'+A';2023.10.23 18:15:00;0,865;W
